Gene,group,value,Cluster,Genotype,Phosphate
AT3G18490,phr1_phl1_low_Pi,0.240781218922662,Cluster5,phr1_phl1,low_Pi
AT3G18490,phf1_low_Pi,0.00273397243374489,Cluster5,phf1,low_Pi
AT3G18490,Col_0_low,-1.2592650953415,Cluster5,Col_0,low
AT3G25640,Col_0_low_Pi,1.8302704489086,Cluster5,Col_0,low_Pi
AT3G25640,phf1_low,-0.579985761528535,Cluster5,phf1,low
AT3G25640,Col_0_low,-0.693600062996726,Cluster5,Col_0,low
AT3G25640,phf1_low_Pi,-0.398937815017661,Cluster5,phf1,low_Pi
AT3G25640,phr1_phl1_low_Pi,-0.0548433881904115,Cluster5,phr1_phl1,low_Pi
AT3G25640,phr1_phl1_low,0.506467796992157,Cluster5,phr1_phl1,low
AT3G45780,phf1_low,-0.238594703899807,Cluster5,phf1,low
AT3G45780,Col_0_low,-1.27284253207508,Cluster5,Col_0,low
AT3G45780,phr1_phl1_low,1.08162005018586,Cluster5,phr1_phl1,low
AT3G45780,phf1_low_Pi,0.24307466199202,Cluster5,phf1,low_Pi
AT3G45780,Col_0_low_Pi,0.791822685459536,Cluster5,Col_0,low_Pi
AT3G45780,phr1_phl1_low_Pi,0.301276912649828,Cluster5,phr1_phl1,low_Pi
AT4G01985,phf1_low,-0.0834826683029758,Cluster5,phf1,low
AT4G01985,phf1_low_Pi,-0.64224522678619,Cluster5,phf1,low_Pi
AT4G01985,phr1_phl1_low,-0.269611510162611,Cluster5,phr1_phl1,low
AT4G01985,Col_0_low,-0.447629828936793,Cluster5,Col_0,low
AT4G01985,Col_0_low_Pi,2.02964809620155,Cluster5,Col_0,low_Pi
AT4G01985,phr1_phl1_low_Pi,-0.64224522678619,Cluster5,phr1_phl1,low_Pi
AT4G04220,phr1_phl1_low,1.77929898071728,Cluster5,phr1_phl1,low
AT4G04220,Col_0_low_Pi,0.142125142358322,Cluster5,Col_0,low_Pi
AT4G04220,phf1_low,-0.272670218709333,Cluster5,phf1,low
AT4G04220,phr1_phl1_low_Pi,0.34804615397588,Cluster5,phr1_phl1,low_Pi
AT4G04220,phf1_low_Pi,-0.145109657166547,Cluster5,phf1,low_Pi
AT4G04220,Col_0_low,-1.02755480988867,Cluster5,Col_0,low
AT4G10060,phr1_phl1_low,0.270777729920313,Cluster5,phr1_phl1,low
AT4G10060,phf1_low,-0.446327284064481,Cluster5,phf1,low
AT4G10060,Col_0_low_Pi,1.5468666356179,Cluster5,Col_0,low_Pi
AT4G10060,phf1_low_Pi,-0.0900355636239807,Cluster5,phf1,low_Pi
AT4G10060,Col_0_low,-1.01765364299486,Cluster5,Col_0,low
AT4G10060,phr1_phl1_low_Pi,0.936725177349555,Cluster5,phr1_phl1,low_Pi
AT4G14760,phr1_phl1_low,-0.326328177969148,Cluster5,phr1_phl1,low
AT4G14760,Col_0_low_Pi,1.52437738146469,Cluster5,Col_0,low_Pi
AT4G14760,phf1_low,0.150736092995844,Cluster5,phf1,low
AT4G14760,Col_0_low,-1.20212805120273,Cluster5,Col_0,low
AT4G14760,phr1_phl1_low_Pi,0.0408402547297079,Cluster5,phr1_phl1,low_Pi
AT4G14760,phf1_low_Pi,0.399584568400797,Cluster5,phf1,low_Pi
AT4G21760,phr1_phl1_low_Pi,-0.438735253800554,Cluster5,phr1_phl1,low_Pi
AT4G21760,phr1_phl1_low,-0.0924917190231846,Cluster5,phr1_phl1,low
AT4G21760,Col_0_low_Pi,1.68959324309606,Cluster5,Col_0,low_Pi
AT4G21760,phf1_low,0.316764140158789,Cluster5,phf1,low
AT4G21760,Col_0_low,-0.796693387165136,Cluster5,Col_0,low
AT4G21760,phf1_low_Pi,-0.657840026663078,Cluster5,phf1,low_Pi
AT4G27520,phf1_low,0.388771678594938,Cluster5,phf1,low
AT4G27520,phf1_low_Pi,0.00842969485266391,Cluster5,phf1,low_Pi
AT4G27520,phr1_phl1_low_Pi,0.0828252870416199,Cluster5,phr1_phl1,low_Pi
AT4G27520,phr1_phl1_low,-0.736556950465416,Cluster5,phr1_phl1,low
AT4G27520,Col_0_low_Pi,1.4595649372363,Cluster5,Col_0,low_Pi
AT4G27520,Col_0_low,-0.904005228691176,Cluster5,Col_0,low
AT4G30460,Col_0_low_Pi,1.61118608618584,Cluster5,Col_0,low_Pi
AT4G30460,phr1_phl1_low,-0.0165616851347199,Cluster5,phr1_phl1,low
AT4G30460,phf1_low,-0.363226083658848,Cluster5,phf1,low
AT4G30460,Col_0_low,0.258233725318082,Cluster5,Col_0,low
AT4G30460,phr1_phl1_low_Pi,-0.975877935956384,Cluster5,phr1_phl1,low_Pi
AT4G30460,phf1_low_Pi,-0.949196895561779,Cluster5,phf1,low_Pi
AT4G37780,phr1_phl1_low_Pi,0.377693512067778,Cluster5,phr1_phl1,low_Pi
AT4G37780,phr1_phl1_low,0.506949379987001,Cluster5,phr1_phl1,low
AT4G37780,Col_0_low,-1.29810099637449,Cluster5,Col_0,low
AT4G37780,Col_0_low_Pi,1.29232498532546,Cluster5,Col_0,low_Pi
AT4G37780,phf1_low_Pi,0.27353446395481,Cluster5,phf1,low_Pi
AT4G37780,phf1_low,-0.113917446617231,Cluster5,phf1,low
AT5G10140,phf1_low_Pi,0.348914863883563,Cluster5,phf1,low_Pi
AT5G10140,phr1_phl1_low_Pi,0.519070240548422,Cluster5,phr1_phl1,low_Pi
AT5G10140,Col_0_low_Pi,-0.337512100358952,Cluster5,Col_0,low_Pi
AT5G10140,phr1_phl1_low,1.82573102405267,Cluster5,phr1_phl1,low
AT5G10140,Col_0_low,-0.823555885523236,Cluster5,Col_0,low
AT5G10140,phf1_low,-0.574223386377757,Cluster5,phf1,low
AT5G21105,phf1_low_Pi,-0.408964443208477,Cluster5,phf1,low_Pi
AT5G21105,phr1_phl1_low,1.25391669715431,Cluster5,phr1_phl1,low
AT5G21105,phr1_phl1_low_Pi,-0.0416303409283086,Cluster5,phr1_phl1,low_Pi
AT5G21105,Col_0_low,-1.08075059800396,Cluster5,Col_0,low
AT5G21105,Col_0_low_Pi,1.15567349915872,Cluster5,Col_0,low_Pi
AT5G21105,phf1_low,-0.239123123756305,Cluster5,phf1,low
AT5G25810,phr1_phl1_low_Pi,0.160161627716974,Cluster5,phr1_phl1,low_Pi
AT5G25810,phf1_low_Pi,0.402811388851058,Cluster5,phf1,low_Pi
AT5G25810,phf1_low,0.123801167430591,Cluster5,phf1,low
AT5G25810,Col_0_low_Pi,1.67086585774129,Cluster5,Col_0,low_Pi
AT5G25810,phr1_phl1_low,-0.641039615282863,Cluster5,phr1_phl1,low
AT5G25810,Col_0_low,-1.1322801308759,Cluster5,Col_0,low
AT5G25980,phr1_phl1_low,-0.593028997908605,Cluster5,phr1_phl1,low
AT5G25980,phr1_phl1_low_Pi,0.030110720140858,Cluster5,phr1_phl1,low_Pi
AT5G25980,phf1_low,-0.158502683757718,Cluster5,phf1,low
AT5G25980,Col_0_low,-0.662864168072956,Cluster5,Col_0,low
AT5G25980,Col_0_low_Pi,1.89361278434431,Cluster5,Col_0,low_Pi
AT5G25980,phf1_low_Pi,-0.0835888687601186,Cluster5,phf1,low_Pi
AT5G28520,phr1_phl1_low,0.679575157944085,Cluster5,phr1_phl1,low
AT5G28520,phr1_phl1_low_Pi,-0.455006271305438,Cluster5,phr1_phl1,low_Pi
AT5G28520,phf1_low_Pi,-0.611652453601568,Cluster5,phf1,low_Pi
AT5G28520,Col_0_low,-0.42126896627725,Cluster5,Col_0,low
AT5G28520,Col_0_low_Pi,1.21758123918052,Cluster5,Col_0,low_Pi
AT5G28520,phf1_low,-0.306012136517339,Cluster5,phf1,low
AT5G38980,phr1_phl1_low_Pi,0.474589080708952,Cluster5,phr1_phl1,low_Pi
AT5G38980,phr1_phl1_low,0.24021447142956,Cluster5,phr1_phl1,low
AT5G38980,phf1_low,-0.260981170576694,Cluster5,phf1,low
AT5G38980,phf1_low_Pi,0.0026450395641579,Cluster5,phf1,low_Pi
AT5G38980,Col_0_low_Pi,1.40927694570199,Cluster5,Col_0,low_Pi
AT5G38980,Col_0_low,-0.998639494123424,Cluster5,Col_0,low
AT5G52310,phr1_phl1_low_Pi,-0.5196657437683,Cluster5,phr1_phl1,low_Pi
AT5G52310,phr1_phl1_low,-0.337693000205529,Cluster5,phr1_phl1,low
AT5G52310,Col_0_low_Pi,1.57281782322868,Cluster5,Col_0,low_Pi
AT5G52310,Col_0_low,0.0867917896886189,Cluster5,Col_0,low
AT5G52310,phf1_low,-0.421783567611573,Cluster5,phf1,low
AT5G52310,phf1_low_Pi,-0.51504925899297,Cluster5,phf1,low_Pi
AT5G53370,phr1_phl1_low,-0.807525531413028,Cluster5,phr1_phl1,low
AT5G53370,phr1_phl1_low_Pi,-0.0364977186100525,Cluster5,phr1_phl1,low_Pi
AT5G53370,phf1_low,-0.0561258029741125,Cluster5,phf1,low
AT5G53370,Col_0_low_Pi,1.7726617612344,Cluster5,Col_0,low_Pi
AT5G53370,Col_0_low,-0.757415233024927,Cluster5,Col_0,low
AT5G53370,phf1_low_Pi,0.273424183482216,Cluster5,phf1,low_Pi
AT1G05000,phr1_phl1_low_Pi,1.34581643411567,Cluster3,phr1_phl1,low_Pi
AT1G05000,phf1_low,0.340142749500812,Cluster3,phf1,low
AT1G05000,Col_0_low_Pi,-1.12636925513838,Cluster3,Col_0,low_Pi
AT1G05000,phr1_phl1_low,-1.49332357446988,Cluster3,phr1_phl1,low
AT1G05000,phf1_low_Pi,0.552143422875204,Cluster3,phf1,low_Pi
AT1G05000,Col_0_low,0.589618043616,Cluster3,Col_0,low
AT1G22710,phf1_low,1.09026076363549,Cluster3,phf1,low
AT1G22710,phf1_low_Pi,0.0318927856819435,Cluster3,phf1,low_Pi
AT1G22710,phr1_phl1_low,-1.61465914183,Cluster3,phr1_phl1,low
AT1G22710,Col_0_low,0.219006604576461,Cluster3,Col_0,low
AT1G22710,phr1_phl1_low_Pi,0.193596983328911,Cluster3,phr1_phl1,low_Pi
AT1G22710,Col_0_low_Pi,-0.240688082569623,Cluster3,Col_0,low_Pi
AT1G22770,phf1_low,0.621708782742073,Cluster3,phf1,low
AT1G22770,phr1_phl1_low,-1.52211941538171,Cluster3,phr1_phl1,low
AT1G22770,phf1_low_Pi,0.824261013922701,Cluster3,phf1,low_Pi
AT1G22770,phr1_phl1_low_Pi,0.709146621593895,Cluster3,phr1_phl1,low_Pi
AT1G22770,Col_0_low,0.288153551530815,Cluster3,Col_0,low
AT1G22770,Col_0_low_Pi,-1.02150841074727,Cluster3,Col_0,low_Pi
AT1G29910,phf1_low,0.128965439731543,Cluster3,phf1,low
AT1G29910,phr1_phl1_low_Pi,1.76694585373666,Cluster3,phr1_phl1,low_Pi
AT1G29910,Col_0_low,-0.3463561449554,Cluster3,Col_0,low
AT1G29910,phf1_low_Pi,1.14509012319162,Cluster3,phf1,low_Pi
AT1G29910,Col_0_low_Pi,-1.28072528884807,Cluster3,Col_0,low_Pi
AT1G29910,phr1_phl1_low,-0.421751703376107,Cluster3,phr1_phl1,low
AT1G68050,phf1_low_Pi,1.00791219298838,Cluster3,phf1,low_Pi
AT1G68050,phr1_phl1_low,-1.18215849622359,Cluster3,phr1_phl1,low
AT1G68050,phr1_phl1_low_Pi,1.04213497760029,Cluster3,phr1_phl1,low_Pi
AT1G68050,Col_0_low,-0.187254985186877,Cluster3,Col_0,low
AT1G68050,phf1_low,0.577327690098645,Cluster3,phf1,low
AT1G68050,Col_0_low_Pi,-0.931930242932587,Cluster3,Col_0,low_Pi
AT2G05070,phr1_phl1_low_Pi,2.12875089189822,Cluster3,phr1_phl1,low_Pi
AT2G05070,Col_0_low_Pi,-1.21663861468898,Cluster3,Col_0,low_Pi
AT2G05070,phf1_low_Pi,0.856206042523032,Cluster3,phf1,low_Pi
AT2G05070,phf1_low,0.0657465352274722,Cluster3,phf1,low
AT2G05070,Col_0_low,-0.363135933123826,Cluster3,Col_0,low
AT2G05070,phr1_phl1_low,-0.257858776938631,Cluster3,phr1_phl1,low
AT2G41100,Col_0_low,0.986684520162084,Cluster3,Col_0,low
AT2G41100,phr1_phl1_low_Pi,1.04328444814614,Cluster3,phr1_phl1,low_Pi
AT2G41100,phf1_low,-0.841717533774074,Cluster3,phf1,low
AT2G41100,Col_0_low_Pi,-0.223757545790687,Cluster3,Col_0,low_Pi
AT2G41100,phf1_low_Pi,0.394905412206263,Cluster3,phf1,low_Pi
AT2G41100,phr1_phl1_low,-0.91024057007066,Cluster3,phr1_phl1,low
AT2G44840,phr1_phl1_low_Pi,1.39709122749697,Cluster3,phr1_phl1,low_Pi
AT2G44840,phr1_phl1_low,-1.36337539199223,Cluster3,phr1_phl1,low
AT2G44840,Col_0_low_Pi,-0.97053713474932,Cluster3,Col_0,low_Pi
AT2G44840,Col_0_low,0.695145662757667,Cluster3,Col_0,low
AT2G44840,phf1_low,-0.0732881975858035,Cluster3,phf1,low
AT2G44840,phf1_low_Pi,0.702580715235258,Cluster3,phf1,low_Pi
AT3G23240,phr1_phl1_low_Pi,0.99709781462281,Cluster3,phr1_phl1,low_Pi
AT3G23240,Col_0_low,1.12172768382865,Cluster3,Col_0,low
AT3G23240,phf1_low,-0.57894671061414,Cluster3,phf1,low
AT3G23240,Col_0_low_Pi,-0.883926402312132,Cluster3,Col_0,low_Pi
AT3G23240,phr1_phl1_low,-0.729034742887748,Cluster3,phr1_phl1,low
AT3G23240,phf1_low_Pi,0.300240778066701,Cluster3,phf1,low_Pi
AT3G43190,phr1_phl1_low_Pi,0.199174149437775,Cluster3,phr1_phl1,low_Pi
AT3G43190,phr1_phl1_low,-1.6094729196774,Cluster3,phr1_phl1,low
AT3G43190,Col_0_low_Pi,0.545280896418773,Cluster3,Col_0,low_Pi
AT3G43190,Col_0_low,-0.233810015994048,Cluster3,Col_0,low
AT3G43190,phf1_low,0.849004485524562,Cluster3,phf1,low
AT3G43190,phf1_low_Pi,0.247612516200645,Cluster3,phf1,low_Pi
AT3G46970,phr1_phl1_low_Pi,0.964337337050387,Cluster3,phr1_phl1,low_Pi
AT3G46970,phf1_low,0.371424399132096,Cluster3,phf1,low
AT3G46970,Col_0_low,0.558278373867225,Cluster3,Col_0,low
AT3G46970,phf1_low_Pi,0.688273726894414,Cluster3,phf1,low_Pi
AT3G46970,phr1_phl1_low,-1.60749051417117,Cluster3,phr1_phl1,low
AT3G46970,Col_0_low_Pi,-0.906161349983179,Cluster3,Col_0,low_Pi
AT3G52360,phf1_low_Pi,0.597460850952404,Cluster3,phf1,low_Pi
AT3G52360,Col_0_low,0.669177787512959,Cluster3,Col_0,low
AT3G52360,phf1_low,0.289563693417364,Cluster3,phf1,low
AT3G52360,phr1_phl1_low,-1.64874866165366,Cluster3,phr1_phl1,low
AT3G52360,Col_0_low_Pi,-0.684350729831007,Cluster3,Col_0,low_Pi
AT3G52360,phr1_phl1_low_Pi,0.650392958350958,Cluster3,phr1_phl1,low_Pi
AT4G13300,phf1_low,0.598903410230775,Cluster3,phf1,low
AT4G13300,phf1_low_Pi,0.48603126430557,Cluster3,phf1,low_Pi
AT4G13300,phr1_phl1_low_Pi,0.293712435671644,Cluster3,phr1_phl1,low_Pi
AT4G13300,phr1_phl1_low,-1.46828681833596,Cluster3,phr1_phl1,low
AT4G13300,Col_0_low_Pi,-1.02834841945739,Cluster3,Col_0,low_Pi
AT4G13300,Col_0_low,0.643595093537195,Cluster3,Col_0,low
AT4G28610,phr1_phl1_low_Pi,0.814124805599292,Cluster3,phr1_phl1,low_Pi
AT4G28610,phr1_phl1_low,-1.84457621264305,Cluster3,phr1_phl1,low
AT4G28610,phf1_low_Pi,0.509706707794182,Cluster3,phf1,low_Pi
AT4G28610,Col_0_low,0.239615138201902,Cluster3,Col_0,low
AT4G28610,Col_0_low_Pi,0.222500802048309,Cluster3,Col_0,low_Pi
AT4G28610,phf1_low,0.435454285651554,Cluster3,phf1,low
AT4G30110,phf1_low,1.23787406275996,Cluster3,phf1,low
AT4G30110,phf1_low_Pi,-0.379961737847651,Cluster3,phf1,low_Pi
AT4G30110,Col_0_low_Pi,0.255850222672035,Cluster3,Col_0,low_Pi
AT4G30110,phr1_phl1_low_Pi,-0.302150011029477,Cluster3,phr1_phl1,low_Pi
AT4G30110,Col_0_low,0.0039432028018357,Cluster3,Col_0,low
AT4G30110,phr1_phl1_low,-1.58753937765233,Cluster3,phr1_phl1,low
AT4G35770,phr1_phl1_low,-0.681851227469517,Cluster3,phr1_phl1,low
AT4G35770,Col_0_low_Pi,-0.94656442897987,Cluster3,Col_0,low_Pi
AT4G35770,phf1_low_Pi,0.745808594695801,Cluster3,phf1,low_Pi
AT4G35770,phf1_low,-0.337454635061791,Cluster3,phf1,low
AT4G35770,Col_0_low,0.307561264424693,Cluster3,Col_0,low
AT4G35770,phr1_phl1_low_Pi,1.85489423541847,Cluster3,phr1_phl1,low_Pi
AT4G37220,phf1_low_Pi,0.233110488519867,Cluster3,phf1,low_Pi
AT4G37220,phf1_low,-0.244567628464779,Cluster3,phf1,low
AT4G37220,Col_0_low,0.971683299473931,Cluster3,Col_0,low
AT4G37220,phr1_phl1_low_Pi,1.47147036710233,Cluster3,phr1_phl1,low_Pi
AT4G37220,Col_0_low_Pi,-1.21807144157636,Cluster3,Col_0,low_Pi
AT4G37220,phr1_phl1_low,-0.841447737008403,Cluster3,phr1_phl1,low
AT4G38580,phr1_phl1_low_Pi,0.587111387235509,Cluster3,phr1_phl1,low_Pi
AT4G38580,phf1_low,0.722499132048212,Cluster3,phf1,low
AT4G38580,Col_0_low_Pi,0.857871534273866,Cluster3,Col_0,low_Pi
AT4G38580,Col_0_low,-0.9109883296483,Cluster3,Col_0,low
AT4G38580,phf1_low_Pi,0.440443905222003,Cluster3,phf1,low_Pi
AT4G38580,phr1_phl1_low,-1.30913733671349,Cluster3,phr1_phl1,low
AT5G02020,phf1_low_Pi,0.250414729849136,Cluster3,phf1,low_Pi
AT5G02020,phr1_phl1_low_Pi,0.876128555702742,Cluster3,phr1_phl1,low_Pi
AT5G02020,phr1_phl1_low,-0.80121327450617,Cluster3,phr1_phl1,low
AT5G02020,phf1_low,-0.0997134697376187,Cluster3,phf1,low
AT5G02020,Col_0_low,1.1083029943538,Cluster3,Col_0,low
AT5G02020,Col_0_low_Pi,-1.40015002011862,Cluster3,Col_0,low_Pi
AT5G35760,phr1_phl1_low_Pi,0.718934427046143,Cluster3,phr1_phl1,low_Pi
AT5G35760,Col_0_low_Pi,-0.67292422188558,Cluster3,Col_0,low_Pi
AT5G35760,phf1_low,1.18155345418147,Cluster3,phf1,low
AT5G35760,phr1_phl1_low,-0.96547668453619,Cluster3,phr1_phl1,low
AT5G35760,phf1_low_Pi,0.861192096107046,Cluster3,phf1,low_Pi
AT5G35760,Col_0_low,-0.903059056320365,Cluster3,Col_0,low
AT5G49360,phf1_low,-0.110114791609195,Cluster3,phf1,low
AT5G49360,phr1_phl1_low_Pi,1.49732853799884,Cluster3,phr1_phl1,low_Pi
AT5G49360,phf1_low_Pi,1.25703510251523,Cluster3,phf1,low_Pi
AT5G49360,Col_0_low_Pi,-1.00887113229697,Cluster3,Col_0,low_Pi
AT5G49360,phr1_phl1_low,-0.753187682865228,Cluster3,phr1_phl1,low
AT5G49360,Col_0_low,-0.0523122459591032,Cluster3,Col_0,low
AT5G57655,phr1_phl1_low_Pi,1.30151252833042,Cluster3,phr1_phl1,low_Pi
AT5G57655,phr1_phl1_low,-0.956184104878824,Cluster3,phr1_phl1,low
AT5G57655,phf1_low,-0.0227555504580203,Cluster3,phf1,low
AT5G57655,Col_0_low_Pi,-1.30316274092918,Cluster3,Col_0,low_Pi
AT5G57655,Col_0_low,0.448457216854339,Cluster3,Col_0,low
AT5G57655,phf1_low_Pi,0.970038082048309,Cluster3,phf1,low_Pi
