Gene,pvalue,padj,Significance,Cluster,PSR_Regulon
AT3G18080,0.00379442787697612,0.194710201109679,NoSignificant,NoSignificant,Yes
AT1G23440,0.00390511785402793,0.198965210774443,NoSignificant,NoSignificant,No
AT5G13290,0.00389806235245394,0.198965210774443,NoSignificant,NoSignificant,No
AT4G33980,0.00392189241563261,0.199264817150934,NoSignificant,NoSignificant,No
AT2G31110,0.00395614158942286,0.200448160144414,NoSignificant,NoSignificant,No
AT2G37460,0.00404378566206265,0.204322882720409,NoSignificant,NoSignificant,No
AT2G45730,0.00408578742640368,0.205876412717217,NoSignificant,NoSignificant,No
AT1G12420,0.00411773139697655,0.206916002698072,NoSignificant,NoSignificant,No
AT5G08180,0.00413450985674346,0.20718991723204,NoSignificant,NoSignificant,No
AT5G64220,0.00415224824398843,0.207510307734405,NoSignificant,NoSignificant,No
AT4G19530,0.00420106821293777,0.20937803455816,NoSignificant,NoSignificant,No
AT3G51895,0.00424553361628066,0.211019172215733,NoSignificant,NoSignificant,No
AT1G24530,0.00434335947390095,0.21501798265992,NoSignificant,NoSignificant,No
AT2G23700,0.00434949721634521,0.21501798265992,NoSignificant,NoSignificant,No
AT1G65690,0.00441290588892517,0.216979735522393,NoSignificant,NoSignificant,No
AT5G65970,0.00441183912051644,0.216979735522393,NoSignificant,NoSignificant,No
AT4G08380,0.00448213538987633,0.21979286438667,NoSignificant,NoSignificant,No
AT3G06035,0.00452851720972819,0.221473551559193,NoSignificant,NoSignificant,No
AT3G09922,0.00461860926763694,0.225277285638259,NoSignificant,NoSignificant,No
AT5G52390,0.00465876607690531,0.226631623172008,NoSignificant,NoSignificant,No
AT1G67710,0.00470170169998406,0.226764292869078,NoSignificant,NoSignificant,No
AT2G22900,0.00471108366356403,0.226764292869078,NoSignificant,NoSignificant,No
AT2G35730,0.00469947301276993,0.226764292869078,NoSignificant,NoSignificant,No
AT4G28530,0.00469518486873303,0.226764292869078,NoSignificant,NoSignificant,No
AT1G19715,0.00474340481695323,0.227124653159402,NoSignificant,NoSignificant,No
AT3G23410,0.00474222707835171,0.227124653159402,NoSignificant,NoSignificant,No
AT1G69830,0.00476291202052293,0.227463247434425,NoSignificant,NoSignificant,No
AT3G25230,0.0047839823215953,0.227874532927864,NoSignificant,NoSignificant,No
AT2G44830,0.00484719897742654,0.229762364957784,NoSignificant,NoSignificant,No
AT3G09220,0.00484873833435595,0.229762364957784,NoSignificant,NoSignificant,No
AT3G16720,0.00498641278627731,0.235675649286301,NoSignificant,NoSignificant,No
AT1G41880,0.00509506963420503,0.239156186059538,NoSignificant,NoSignificant,No
AT3G13080,0.00509927902045924,0.239156186059538,NoSignificant,NoSignificant,No
AT5G51550,0.00507853048334826,0.239156186059538,NoSignificant,NoSignificant,No
AT1G30360,0.00518774077668335,0.242269205360127,NoSignificant,NoSignificant,No
AT4G02450,0.00519214523542561,0.242269205360127,NoSignificant,NoSignificant,No
AT2G04795,0.00523242794211556,0.243527581397546,NoSignificant,NoSignificant,No
AT1G13520,0.0052636987358204,0.244361201971804,NoSignificant,NoSignificant,No
AT2G24850,0.00534248562745729,0.247390897751446,NoSignificant,NoSignificant,No
AT2G41370,0.00535962252281254,0.247557716072637,NoSignificant,NoSignificant,No
AT4G04745,0.00538962243651693,0.248316332459272,NoSignificant,NoSignificant,No
AT3G04420,0.00542839002293238,0.249474075149387,NoSignificant,NoSignificant,No
AT2G39380,0.00550235518987327,0.252239545809454,NoSignificant,NoSignificant,No
AT1G72920,0.00556376430055097,0.254417032053444,NoSignificant,NoSignificant,No
AT3G16800,0.00560141371314811,0.255499895828409,NoSignificant,NoSignificant,No
AT3G11690,0.00568570874027758,0.25869974768263,NoSignificant,NoSignificant,No
AT1G01070,0.0057119090202203,0.259246967466128,NoSignificant,NoSignificant,No
AT3G10870,0.00579429523756819,0.261088015089079,NoSignificant,NoSignificant,No
AT3G12860,0.00576978765270837,0.261088015089079,NoSignificant,NoSignificant,No
AT5G19110,0.00579529463266996,0.261088015089079,NoSignificant,NoSignificant,No
AT3G60330,0.00581648743471694,0.261398947588225,NoSignificant,NoSignificant,No
AT1G78370,0.00587258081871038,0.262136146487091,NoSignificant,NoSignificant,No
AT5G51350,0.00587588541138851,0.262136146487091,NoSignificant,NoSignificant,No
AT5G56530,0.00585354331772085,0.262136146487091,NoSignificant,NoSignificant,No
AT3G45300,0.00596472569030822,0.264881434025873,NoSignificant,NoSignificant,No
AT5G26690,0.00596638515218739,0.264881434025873,NoSignificant,NoSignificant,No
AT1G09390,0.00612556332231268,0.265666836077866,NoSignificant,NoSignificant,No
AT1G11840,0.00608684347742814,0.265666836077866,NoSignificant,NoSignificant,No
AT1G52560,0.00606896319352759,0.265666836077866,NoSignificant,NoSignificant,No
AT1G78580,0.00612932069459623,0.265666836077866,NoSignificant,NoSignificant,No
AT2G15042,0.00602845616329094,0.265666836077866,NoSignificant,NoSignificant,No
AT3G11930,0.00604422490652003,0.265666836077866,NoSignificant,NoSignificant,No
AT3G27690,0.00612915439163033,0.265666836077866,NoSignificant,NoSignificant,No
AT3G57450,0.00599903529937136,0.265666836077866,NoSignificant,NoSignificant,No
AT4G13510,0.00609661243386598,0.265666836077866,NoSignificant,NoSignificant,No
AT5G47560,0.00604900413453672,0.265666836077866,NoSignificant,NoSignificant,No
AT1G03090,0.00618102772536357,0.266016889705,NoSignificant,NoSignificant,No
AT1G32350,0.00615420048854501,0.266016889705,NoSignificant,NoSignificant,No
AT5G11570,0.00616831639052695,0.266016889705,NoSignificant,NoSignificant,No
AT4G34220,0.00620540177494041,0.266438976209941,NoSignificant,NoSignificant,No
AT2G28200,0.00624639946900097,0.267571177254091,NoSignificant,NoSignificant,No
AT5G23020,0.00627099680113759,0.267997202078523,NoSignificant,NoSignificant,No
AT3G61310,0.00640375468639749,0.273032813447311,NoSignificant,NoSignificant,No
AT5G49665,0.00645142183423783,0.274425480860568,NoSignificant,NoSignificant,No
AT1G30490,0.00653524346465503,0.277346028334119,NoSignificant,NoSignificant,No
AT3G02750,0.00661751266272906,0.277892079134314,NoSignificant,NoSignificant,No
AT3G13450,0.0066201741201075,0.277892079134314,NoSignificant,NoSignificant,No
AT4G14580,0.00660112168173695,0.277892079134314,NoSignificant,NoSignificant,No
AT4G17520,0.00663926732172626,0.277892079134314,NoSignificant,NoSignificant,No
AT5G16930,0.00663839273817253,0.277892079134314,NoSignificant,NoSignificant,No
AT5G63530,0.0066104408691504,0.277892079134314,NoSignificant,NoSignificant,No
AT3G23560,0.0068847938800817,0.287510878677111,NoSignificant,NoSignificant,No
AT1G21100,0.00695590752527269,0.288741440086923,NoSignificant,NoSignificant,No
AT5G10625,0.00694559335309505,0.288741440086923,NoSignificant,NoSignificant,No
AT5G66650,0.00696161910657333,0.288741440086923,NoSignificant,NoSignificant,No
AT5G25770,0.00698586570490741,0.289091560200139,NoSignificant,NoSignificant,No
AT5G28540,0.00702652790100051,0.290117882251017,NoSignificant,NoSignificant,No
AT4G11655,0.00715898560947683,0.294921184195812,NoSignificant,NoSignificant,No
AT2G34930,0.00721373349651348,0.295843944808807,NoSignificant,NoSignificant,No
AT3G59480,0.00720751812070207,0.295843944808807,NoSignificant,NoSignificant,No
AT3G11900,0.00727765876840369,0.297540000755917,NoSignificant,NoSignificant,No
AT4G16130,0.00728762343986937,0.297540000755917,NoSignificant,NoSignificant,No
AT5G13440,0.00734450100686709,0.299194360616049,NoSignificant,NoSignificant,No
AT4G37970,0.00738930190191478,0.300350491306496,NoSignificant,NoSignificant,No
AT1G64170,0.00746847736688145,0.302895608686538,NoSignificant,NoSignificant,No
AT2G29440,0.00750051631727384,0.303521999909858,NoSignificant,NoSignificant,No
AT1G10960,0.00760302901404119,0.305719010160357,NoSignificant,NoSignificant,No
AT1G19530,0.00761895629952359,0.305719010160357,NoSignificant,NoSignificant,No
AT3G15340,0.0076216646784278,0.305719010160357,NoSignificant,NoSignificant,No
AT4G26670,0.007609589416566,0.305719010160357,NoSignificant,NoSignificant,No
AT1G74590,0.00766288542630569,0.306699862872117,NoSignificant,NoSignificant,No
AT5G50760,0.00768457163152947,0.306896287581453,NoSignificant,NoSignificant,No
AT5G58590,0.0077311037313064,0.308081957188072,NoSignificant,NoSignificant,No
AT4G37010,0.00776598307981747,0.30879912285422,NoSignificant,NoSignificant,No
AT4G12880,0.00782270828577096,0.310379950661685,NoSignificant,NoSignificant,No
AT4G30190,0.00795900026729738,0.314423485721677,NoSignificant,NoSignificant,No
AT5G14210,0.00795478564454677,0.314423485721677,NoSignificant,NoSignificant,No
AT5G59305,0.00801018619845261,0.315763611542881,NoSignificant,NoSignificant,No
AT2G32860,0.00808966836341019,0.317528163165527,NoSignificant,NoSignificant,No
AT5G12140,0.00808444366260831,0.317528163165527,NoSignificant,NoSignificant,No
AT5G24610,0.00814580648080084,0.318365269957966,NoSignificant,NoSignificant,No
AT5G38720,0.00813337661689839,0.318365269957966,NoSignificant,NoSignificant,No
AT1G20450,0.00817330307296425,0.318758819845606,NoSignificant,NoSignificant,No
AT1G12240,0.00820144830627611,0.319175938234247,NoSignificant,NoSignificant,No
AT5G21170,0.00836415011860214,0.32481670874597,NoSignificant,NoSignificant,No
AT3G43270,0.00840137752017554,0.325571178435447,NoSignificant,NoSignificant,No
AT1G73660,0.00850408231660711,0.328160695470592,NoSignificant,NoSignificant,No
AT5G55620,0.00850013191766535,0.328160695470592,NoSignificant,NoSignificant,No
AT1G11960,0.00856599238517577,0.329127409456903,NoSignificant,NoSignificant,No
AT1G67370,0.00858774332406899,0.329127409456903,NoSignificant,NoSignificant,No
AT4G16630,0.00860110992949537,0.329127409456903,NoSignificant,NoSignificant,No
AT5G53400,0.0085834402328865,0.329127409456903,NoSignificant,NoSignificant,No
AT5G62960,0.00864646369273163,0.330172165769842,NoSignificant,NoSignificant,No
AT5G15970,0.00871802730788751,0.33196589667825,NoSignificant,NoSignificant,No
AT5G18170,0.00872973573354319,0.33196589667825,NoSignificant,NoSignificant,No
AT4G31730,0.00876189619584596,0.332497600245267,NoSignificant,NoSignificant,No
AT1G44180,0.00879754259449342,0.333159113034946,NoSignificant,NoSignificant,No
AT3G55450,0.00887121194522854,0.335254829938379,NoSignificant,NoSignificant,No
AT2G25790,0.00892528029922129,0.336602684439292,NoSignificant,NoSignificant,No
AT2G01450,0.00897821124605283,0.337902184982618,NoSignificant,NoSignificant,No
AT3G22120,0.00900464232045812,0.338201052738192,NoSignificant,NoSignificant,No
AT1G06520,0.0090292802338512,0.33843148515855,NoSignificant,NoSignificant,No
AT5G08350,0.0090733028464457,0.339386058004782,NoSignificant,NoSignificant,No
AT5G17380,0.00911118221499581,0.340107416111201,NoSignificant,NoSignificant,No
AT1G17665,0.00915571625809159,0.341073739463856,NoSignificant,NoSignificant,No
AT5G14800,0.00923022749367559,0.343150591639878,NoSignificant,NoSignificant,No
AT5G07460,0.00926514857641575,0.343750167568399,NoSignificant,NoSignificant,No
AT2G46430,0.00936781586607438,0.346154989911851,NoSignificant,NoSignificant,No
AT4G13010,0.00936352730612043,0.346154989911851,NoSignificant,NoSignificant,No
AT3G15300,0.00944592354551057,0.347636594710128,NoSignificant,NoSignificant,No
AT3G56090,0.00943625126172862,0.347636594710128,NoSignificant,NoSignificant,No
AT1G70500,0.00947198509670108,0.347895741774617,NoSignificant,NoSignificant,No
AT1G42970,0.00956751339584229,0.350700175397498,NoSignificant,NoSignificant,No
AT4G33000,0.00959489606726784,0.351000487932792,NoSignificant,NoSignificant,No
AT5G06530,0.00963323433347262,0.351699579228638,NoSignificant,NoSignificant,No
AT1G55920,0.0096660252312382,0.352193759969279,NoSignificant,NoSignificant,No
AT3G22200,0.00972548004819728,0.353297874418685,NoSignificant,NoSignificant,No
AT5G05790,0.00973495865217962,0.353297874418685,NoSignificant,NoSignificant,No
AT4G23680,0.0097746443149929,0.354035681515911,NoSignificant,NoSignificant,No
AT4G31620,0.00985913954888525,0.356390358673241,NoSignificant,NoSignificant,No
AT1G07135,0.00998918753108054,0.360379150159752,NoSignificant,NoSignificant,No
AT3G58790,0.0100275065149053,0.361049452094748,NoSignificant,NoSignificant,No
AT4G25090,0.010192707760961,0.366276655512256,NoSignificant,NoSignificant,No
AT4G14930,0.0102241236854102,0.366685188882036,NoSignificant,NoSignificant,No
AT3G14280,0.010296124891342,0.367825039819407,NoSignificant,NoSignificant,No
AT5G02050,0.0102822876963415,0.367825039819407,NoSignificant,NoSignificant,No
AT3G61190,0.0103410611107771,0.368710231534548,NoSignificant,NoSignificant,No
AT1G68830,0.0104229279437266,0.369726989793388,NoSignificant,NoSignificant,No
AT1G72930,0.0104269667557448,0.369726989793388,NoSignificant,NoSignificant,No
AT5G05340,0.0104302185081946,0.369726989793388,NoSignificant,NoSignificant,No
AT5G14200,0.0104739002040582,0.370557270082067,NoSignificant,NoSignificant,No
AT1G43580,0.0105176638994787,0.371387240126187,NoSignificant,NoSignificant,No
AT5G17050,0.0106129822253925,0.374030940047503,NoSignificant,NoSignificant,No
AT1G49210,0.0106848312581341,0.375838939504869,NoSignificant,NoSignificant,No
AT1G19570,0.0107204988813264,0.375924291716794,NoSignificant,NoSignificant,No
AT1G72830,0.0107283625977894,0.375924291716794,NoSignificant,NoSignificant,No
AT3G46700,0.0108566096474497,0.379690720958897,NoSignificant,NoSignificant,No
AT2G29630,0.0109474451228474,0.380683875935366,NoSignificant,NoSignificant,No
AT3G05950,0.0109306892169224,0.380683875935366,NoSignificant,NoSignificant,No
AT3G28580,0.0109169742795335,0.380683875935366,NoSignificant,NoSignificant,No
AT1G60010,0.0109777756084612,0.381014219457996,NoSignificant,NoSignificant,No
AT3G07770,0.0111245825071036,0.385378292873923,NoSignificant,NoSignificant,No
AT5G48070,0.0111461013641735,0.385393837527595,NoSignificant,NoSignificant,No
AT5G61480,0.0112041123089926,0.386668713667515,NoSignificant,NoSignificant,No
AT5G04340,0.0112397096082554,0.387166720234652,NoSignificant,NoSignificant,No
AT1G21520,0.0112973504212282,0.388420745403542,NoSignificant,NoSignificant,No
AT1G06620,0.0115650766715552,0.389346976915832,NoSignificant,NoSignificant,No
AT1G17950,0.0113767869490978,0.389346976915832,NoSignificant,NoSignificant,No
AT1G29930,0.0116425153611999,0.389346976915832,NoSignificant,NoSignificant,No
AT2G01580,0.0116566904524926,0.389346976915832,NoSignificant,NoSignificant,No
AT2G19780,0.0116158782855585,0.389346976915832,NoSignificant,NoSignificant,No
AT2G45030,0.0114549631640873,0.389346976915832,NoSignificant,NoSignificant,No
AT3G50930,0.0114463512691011,0.389346976915832,NoSignificant,NoSignificant,No
AT3G57780,0.0114194151020626,0.389346976915832,NoSignificant,NoSignificant,No
AT3G60080,0.0116268264838527,0.389346976915832,NoSignificant,NoSignificant,No
AT4G14790,0.0115741142937704,0.389346976915832,NoSignificant,NoSignificant,No
AT4G15380,0.0116016382411479,0.389346976915832,NoSignificant,NoSignificant,No
AT4G15640,0.0115803818607598,0.389346976915832,NoSignificant,NoSignificant,No
AT4G30020,0.0115338572347493,0.389346976915832,NoSignificant,NoSignificant,No
AT5G16600,0.0115045070000362,0.389346976915832,NoSignificant,NoSignificant,No
AT5G26860,0.0114630859329263,0.389346976915832,NoSignificant,NoSignificant,No
AT5G58580,0.0116648703378643,0.389346976915832,NoSignificant,NoSignificant,No
AT3G15460,0.0116867390315099,0.389366381831235,NoSignificant,NoSignificant,No
AT5G09590,0.011756353321545,0.390973561098873,NoSignificant,NoSignificant,No
AT1G10370,0.0118537932439411,0.393498606578814,NoSignificant,NoSignificant,No
AT2G15880,0.0119411223392515,0.394988456477834,NoSignificant,NoSignificant,No
AT4G22960,0.0119418630163601,0.394988456477834,NoSignificant,NoSignificant,No
AT2G46930,0.0120144894361099,0.396673332627953,NoSignificant,NoSignificant,No
AT2G22795,0.0120371328770255,0.396704860276891,NoSignificant,NoSignificant,No
AT3G53940,0.0120623268227024,0.396820179701528,NoSignificant,NoSignificant,No
AT3G22310,0.0121516477050418,0.398511138671417,NoSignificant,NoSignificant,No
AT5G42010,0.0121573022458395,0.398511138671417,NoSignificant,NoSignificant,No
AT1G63090,0.012192477103659,0.398949192670889,NoSignificant,NoSignificant,No
AT1G09090,0.0122148374406375,0.398967127904823,NoSignificant,NoSignificant,No
AT1G30960,0.0123432521229213,0.402442824563908,NoSignificant,NoSignificant,No
AT2G01520,0.0124924324163065,0.40658199524317,NoSignificant,NoSignificant,No
AT1G61820,0.0125221135406014,0.406824118598829,NoSignificant,NoSignificant,No
AT2G28510,0.0127041693784089,0.411277809027393,NoSignificant,NoSignificant,No
AT4G24050,0.0126852569322471,0.411277809027393,NoSignificant,NoSignificant,No
AT5G07150,0.0128294886691598,0.41460101987209,NoSignificant,NoSignificant,No
AT2G03450,0.0132096144826777,0.425781487527064,NoSignificant,NoSignificant,No
AT3G04510,0.0132220154674634,0.425781487527064,NoSignificant,NoSignificant,No
AT2G15830,0.0132593786978473,0.42623426320268,NoSignificant,NoSignificant,No
AT4G27652,0.0133717731250691,0.428796150042718,NoSignificant,NoSignificant,No
AT5G03160,0.0133859603998902,0.428796150042718,NoSignificant,NoSignificant,No
AT3G01310,0.0136171329968605,0.434463351670773,NoSignificant,NoSignificant,No
AT4G13750,0.0136576027643337,0.434463351670773,NoSignificant,NoSignificant,No
AT4G37470,0.0136816407283563,0.434463351670773,NoSignificant,NoSignificant,No
AT5G13330,0.0136653421049793,0.434463351670773,NoSignificant,NoSignificant,No
AT5G44610,0.0136185966585376,0.434463351670773,NoSignificant,NoSignificant,No
AT5G42150,0.0137789451538087,0.436794949407825,NoSignificant,NoSignificant,No
AT2G04030,0.0139406194184801,0.438715716804109,NoSignificant,NoSignificant,No
AT3G27850,0.0138864257725521,0.438715716804109,NoSignificant,NoSignificant,No
AT3G55470,0.0139140047821622,0.438715716804109,NoSignificant,NoSignificant,No
AT4G35420,0.0139594635164831,0.438715716804109,NoSignificant,NoSignificant,No
AT5G10970,0.0139423869095182,0.438715716804109,NoSignificant,NoSignificant,No
AT1G26560,0.0140089970071147,0.439517262876733,NoSignificant,NoSignificant,No
AT1G80270,0.0140953565668884,0.44146946398109,NoSignificant,NoSignificant,No
